name,latitude,longitude,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
御殿山小学校,35.62316391,139.7317432,1,1,1,1,
台場小学校,35.62094748,139.7436843,1,1,1,1,
城南小学校,35.6133693,139.7427547,1,1,1,1,
浅間台小学校,35.61148135,139.7365323,0,0,0,0,
城南第二小学校,35.61565914,139.7461813,0,1,0,0,
東海中学校,35.61245858,139.7492202,0,1,0,0,
日野学園,35.62467266,139.7287364,1,1,0,1,
第三日野小学校,35.6329106,139.7237295,1,1,0,1,
第四日野小学校,35.62582909,139.7124607,0,0,0,0,
第一日野小学校,35.6221685,139.7160979,1,1,0,1,
芳水小学校,35.61924816,139.724887,1,1,1,1,
三木小学校,35.61552063,139.7267469,0,1,0,1,
大崎中学校,35.6157975,139.7231492,0,0,0,0,
立会小学校,35.60451923,139.7402442,0,1,0,1,
鮫浜小学校,35.60147158,139.7406883,0,1,0,1,
浜川中学校,35.60045863,139.7381886,0,0,0,0,
浜川小学校,35.59823182,139.7358649,0,1,0,0,
山中小学校,35.60306312,139.7300262,0,1,0,1,
伊藤学園,35.600152,139.726095,0,0,0,0,
大井第一小学校,35.59870765,139.7314022,0,1,0,0,
ｳｪﾙｶﾑｾﾝﾀー原・交流施設,35.59901334,139.7214081,0,0,0,0,
伊藤小学校,35.59867527,139.7173974,0,0,0,0,
冨士見台中学校,35.59841424,139.7152166,0,1,0,1,
小山台小学校,35.62285818,139.7032156,0,0,0,0,
後地小学校,35.62158746,139.7085332,1,1,1,1,
小山小学校,35.61617293,139.7031279,1,1,0,1,
荏原第一中学校,35.61945082,139.712841,0,0,0,0,
荏原第六中学校,35.61641981,139.6997762,1,1,1,1,
第二延山小学校,35.61002862,139.7034061,1,1,0,1,
清水台小学校,35.60703693,139.7023614,1,1,1,1,
京陽小学校,35.61474136,139.7133501,0,1,0,0,
荏原平塚学園,35.61575316,139.7099154,1,1,1,1,
中延小学校,35.6125365,139.7094085,0,1,0,1,
延山小学校,35.60902686,139.7081218,0,1,0,0,
戸越台中学校,35.61566837,139.7175747,1,1,0,1,
宮前小学校,35.61197781,139.7183758,0,0,0,0,
大原小学校,35.60730127,139.7161712,0,1,0,1,
源氏前小学校,35.603449,139.711669,0,1,0,0,
上神明小学校,35.6032737,139.7150904,0,0,0,1,
旗台小学校,35.60330241,139.7043803,0,1,0,1,
荏原第五中学校,35.60311137,139.7021545,1,1,1,1,
戸越小学校,35.61111598,139.7213296,0,0,0,0,
旧荏原第四中学校,35.60900722,139.7212757,0,0,0,0,
豊葉の杜学園,35.60708655,139.7255294,1,1,1,1,
杜松ホーム,35.60605258,139.7225587,1,1,0,1,
明晴学園,35.60408663,139.7533182,0,0,0,0,
八潮学園,35.6013916,139.7525296,1,1,0,1,
こみゅにてぃぷらざ八潮,35.59800029,139.7524345,1,1,1,1,玄関自働ドア・ベビールーム・授乳室・だれでもトイレ・フィティングボード・折りたたみシート・ベビーシート
碑文谷公園（碑文谷体育館）,35.62653819,139.6819003,1,0,0,1,自動ドア・手摺
第十一中学校,35.60946203,139.6789972,0,0,0,0,手摺
めぐろ区民キャンパス（桜修館中等教育学校）,35.621542,139.672741,1,1,1,1,自動ドア・手摺
自由ヶ丘学園高等学校,35.612076,139.666138,1,0,0,0,
国際高等学校,35.65928543,139.6788552,1,1,0,1,
駒場小学校,35.65983545,139.681938,0,0,0,1,手摺
第一中学校,35.65460216,139.6864308,0,1,0,0,
駒場高等学校,35.65488211,139.6857808,1,1,0,1,自動ドア
菅刈小学校,35.65181363,139.6923334,0,1,0,1,手摺
東山中学校,35.64644518,139.6902468,0,1,0,1,手摺
東山小学校,35.64716699,139.6862581,1,1,1,1,手摺
烏森小学校,35.64412249,139.6921837,0,1,0,1,手摺
めぐろ学校サポートセンター,35.63943731,139.70287,1,1,1,1,自動ドア・手摺
中目黒小学校,35.64016912,139.6989643,0,1,0,1,手摺
田道小学校,35.63753869,139.7091726,0,1,0,1,
下目黒小学校,35.63421006,139.7091277,0,1,0,1,手摺
大鳥中学校,35.63105237,139.707477,0,1,0,1,
不動小学校,35.62711959,139.6991378,0,1,0,1,手摺
上目黒小学校,35.63843709,139.6905991,0,1,0,0,手摺
目黒高等学校,35.63691437,139.6946188,1,1,0,1,自動ドア
油面小学校,35.63247297,139.6984057,1,1,0,1,手摺
目黒中央中学校,35.6346706,139.693908,1,1,0,1,手摺
五本木小学校,35.63445646,139.6876765,1,1,1,1,自動ドア・手摺
鷹番小学校,35.62781827,139.6901316,0,1,0,1,
月光原小学校,35.62304894,139.6950193,0,1,0,0,手摺
向原小学校,35.61880443,139.6958014,0,1,0,0,手摺
第七中学校,35.62304185,139.6919016,0,1,0,1,手摺
碑小学校,35.61927424,139.6906679,1,1,1,1,自動ドア・手摺
原町小学校,35.61573764,139.690503,0,0,0,0,手摺
第九中学校,35.61371998,139.6949587,0,0,0,0,手摺
第八中学校,35.61966898,139.6824525,0,1,0,0,手摺
大岡山小学校,35.61548846,139.6829687,0,1,0,1,手摺
中根小学校,35.61272465,139.6783862,1,1,1,1,自動ドア・手摺
緑ヶ丘小学校,35.61032179,139.6735367,1,1,0,1,自動ドア・手摺
宮前小学校,35.61542705,139.667104,0,1,0,0,手摺
八雲小学校,35.61812985,139.6712895,0,1,0,1,手摺
第十中学校,35.62435008,139.6684865,0,0,0,1,手摺
東根小学校,35.62720175,139.6680994,0,1,0,1,
大森第四小学校,35.56560066,139.7425076,1,1,1,1,オストメイト設備・ベビーシート
中富小学校,35.56979015,139.7411976,0,1,0,0,
大森第一小学校,35.57032194,139.735608,1,1,0,1,
開桜小学校,35.57577622,139.7315601,1,1,0,1,
大森第三小学校,35.57083163,139.7258018,1,1,1,1,
大森第五小学校,35.58176971,139.7376184,1,1,0,1,
大森東小学校,35.57554844,139.7386985,1,1,0,0,
入新井第五小学校,35.58112167,139.7334288,0,0,0,1,
入新井第一小学校,35.58433215,139.7273052,0,0,0,1,
山王小学校,35.59185226,139.725514,1,1,0,1,
馬込小学校,35.59127793,139.7107323,0,0,0,1,
馬込第二小学校,35.58737154,139.7174669,0,0,0,0,
馬込第三小学校,35.59890197,139.7071303,0,0,0,0,
梅田小学校,35.58385566,139.7071429,1,0,1,1,
池上小学校,35.57655245,139.7059163,1,0,0,0,
池上第二小学校,35.57399394,139.7135507,0,0,0,0,
徳持小学校,35.56999606,139.7011839,0,0,0,1,
入新井第二小学校,35.57882561,139.7212329,0,0,0,0,
入新井第四小学校,35.57757663,139.7168883,0,0,0,0,
東調布第一小学校,35.582753,139.6775804,0,0,0,1,
田園調布小学校,35.59554131,139.6683437,1,0,0,0,
調布大塚小学校,35.59076411,139.6781151,1,1,0,1,
東調布第三小学校,35.5774078,139.685309,0,0,0,0,
嶺町小学校,35.57835141,139.6744649,0,0,1,1,オストメイト設備
千鳥小学校,35.57135266,139.6918427,0,0,0,0,
久原小学校,35.58018872,139.6938422,0,0,1,1,
松仙小学校,35.58610197,139.6905022,0,0,0,1,
池雪小学校,35.59063857,139.6947397,0,0,0,0,
小池小学校,35.59745581,139.6949414,0,0,0,0,
雪谷小学校,35.59305808,139.6866392,0,0,0,1,
洗足池小学校,35.5999253,139.686302,0,1,0,1,
赤松小学校,35.60619376,139.6923762,0,0,0,0,
清水窪小学校,35.6093633,139.6883474,0,1,0,0,
糀谷小学校,35.55524762,139.7350097,0,0,0,1,
東糀谷小学校,35.55868649,139.7443607,0,0,0,1,
北糀谷小学校,35.56295272,139.7336485,0,0,1,0,
羽田小学校,35.54760278,139.746144,0,0,0,1,
都南小学校,35.54747851,139.7357169,0,0,0,0,
萩中小学校,35.54902842,139.7388036,0,0,0,1,
中萩中小学校,35.54983814,139.7318482,0,0,0,0,
出雲小学校,35.55006895,139.7256127,0,0,0,1,
六郷小学校,35.54516319,139.7141348,0,0,0,0,
西六郷小学校,35.55172732,139.709145,0,0,0,0,
高畑小学校,35.54503401,139.7066175,0,0,0,0,
仲六郷小学校,35.55344934,139.7168593,0,0,1,1,オストメイト設備
志茂田小学校,35.55510501,139.7115457,1,0,1,1,オストメイト設備
東六郷小学校,35.55072568,139.7182083,1,0,1,1,オストメイト設備
南六郷小学校,35.54500426,139.7160657,0,0,1,0,
矢口小学校,35.56254082,139.6982785,0,0,0,0,
矢口西小学校,35.5681609,139.6874022,0,0,0,0,
多摩川小学校,35.55934897,139.6905623,0,0,0,1,
相生小学校,35.56589481,139.7120282,0,0,0,0,
矢口東小学校,35.56363688,139.7051569,0,0,0,1,
おなづか小学校,35.57081228,139.7126959,0,0,0,0,
道塚小学校,35.55834653,139.7070979,0,0,0,0,
蒲田小学校,35.56381827,139.7206345,0,1,0,1,
南蒲小学校,35.5580971,139.7273142,0,1,0,1,
新宿小学校,35.55729589,139.7162472,0,1,0,1,
東蒲小学校,35.56404046,139.7286599,0,1,1,1,
大森第一中学校,35.5620683,139.751779,0,0,0,1,
大森東中学校,35.56916409,139.736214,0,0,0,1,
大森第二中学校,35.57959781,139.7322109,0,0,0,1,
大森第八中学校,35.57590709,139.7271195,1,1,1,1,
馬込中学校,35.58461847,139.7029342,0,0,0,1,
馬込東中学校,35.58968928,139.7173998,0,0,0,0,
貝塚中学校,35.59394348,139.7052066,0,0,0,0,
大森第四中学校,35.57780639,139.708729,1,0,0,1,
大森第三中学校,35.58075024,139.7157603,1,1,1,1,
東調布中学校,35.58339797,139.6791663,0,0,0,1,
田園調布中学校,35.59822504,139.6695155,1,1,0,0,
大森第七中学校,35.578188,139.68888,1,0,0,1,
雪谷中学校,35.59052045,139.6897081,0,0,0,0,
大森第十中学校,35.58505835,139.7003514,0,0,0,1,
大森第六中学校,35.60190926,139.6932263,0,1,0,1,
石川台中学校,35.59916526,139.6816554,1,1,0,0,
羽田中学校,35.55709283,139.7504433,0,0,1,1,
糀谷中学校,35.55628454,139.7364885,0,0,0,1,
出雲中学校,35.54902838,139.7374827,0,0,0,0,
六郷中学校,35.54834975,139.71076,0,0,0,0,
志茂田中学校,35.55557492,139.7102298,0,0,1,1,オストメイト設備
南六郷中学校,35.54627914,139.7166846,0,0,0,1,
矢口中学校,35.56353337,139.6856265,0,0,0,0,
御園中学校,35.56127032,139.7118014,0,0,0,0,
蓮沼中学校,35.57081215,139.7080583,0,0,0,0,
安方中学校,35.56674344,139.701699,0,0,0,0,
東蒲中学校,35.56086683,139.7291379,0,0,0,0,
蒲田中学校,35.56605699,139.7193746,0,1,0,0,
こらぼ大森,35.576679,139.730301,1,1,1,1,自動ドア
コミュニティセンター羽田旭,35.553806,139.74765,0,1,0,1,左記設備は1階のみ
ふれあいはすぬま,35.567829,139.707321,1,1,1,1,
北蒲広場,35.565918,139.725647,1,1,1,1,
代沢小学校,35.65504,139.66772,1,1,0,1,オストメイト設備
下北沢小学校,35.66545428,139.6616985,1,1,0,1,オストメイト設備
若林小学校,35.64961,139.65719,1,1,0,1,
三宿小学校,35.64817262,139.6765699,1,1,0,1,オストメイト設備
太子堂小学校,35.64646355,139.6667808,1,1,0,1,
桜小学校,35.64305836,139.6452727,1,1,0,1,
桜丘小学校,35.64459881,139.6311839,1,1,0,0,
多聞小学校,35.65266804,139.6737859,1,1,0,1,
世田谷小学校,35.64983658,139.6448735,0,0,0,1,
松沢小学校,35.66555367,139.6395043,1,1,0,1,ベビーチェア
駒沢小学校,35.63283885,139.6581311,1,0,0,1,
旭小学校,35.63540888,139.6701439,1,1,0,1,
中里小学校,35.63975449,139.6737395,1,1,0,1,
松原小学校,35.66420912,139.6506484,0,0,0,1,
上北沢小学校,35.67002068,139.6210997,1,1,0,1,
駒繋小学校,35.64031261,139.6806139,0,0,0,1,ベビーシート
池之上小学校,35.66837,139.67193,0,0,0,0,オストメイト設備
経堂小学校,35.65626447,139.6304345,1,1,0,1,
弦巻小学校,35.63943298,139.6531812,1,1,0,1,
山崎小学校,35.65141268,139.6551266,0,0,0,1,
中丸小学校,35.63259928,139.6732688,0,0,0,1,
代田小学校,35.65846998,139.658517,1,1,0,1,
三軒茶屋小学校,35.64042113,139.6631923,1,1,0,1,
赤堤小学校,35.65627765,139.6371979,1,1,0,1,
松丘小学校,35.63885881,139.644505,1,1,0,0,
池尻小学校,35.64584596,139.6793687,1,1,0,1,
笹原小学校,35.64527046,139.6212027,1,1,0,1,
城山小学校,35.64885986,139.650948,1,1,0,1,
深沢小学校,35.62732929,139.6515958,0,1,0,1,
玉川小学校,35.61052696,139.6433192,0,0,0,0,
京西小学校,35.62912655,139.6313595,1,1,0,1,
二子玉川小学校,35.61643284,139.6261554,1,1,0,1,
八幡小学校,35.60279446,139.6669985,0,0,0,0,
奥沢小学校,35.59978702,139.6752379,1,0,0,0,
尾山台小学校,35.60459192,139.6544105,0,0,0,1,
東深沢小学校,35.61810651,139.6583486,1,1,0,1,
東玉川小学校,35.59857429,139.6800936,1,1,0,1,
桜町小学校,35.6240174,139.6418238,1,1,0,1,
九品仏小学校,35.60324923,139.6601911,0,0,0,1,
瀬田小学校,35.61877271,139.6313869,0,0,0,1,
等々力小学校,35.61648057,139.6536981,1,1,0,1,オストメイト設備
用賀小学校,35.63623462,139.6264296,1,1,0,1,
中町小学校,35.617326,139.642777,1,1,0,0,
玉堤小学校,35.59990126,139.6472603,1,1,0,0,オストメイト設備
烏山小学校,35.66352965,139.5926864,1,1,0,1,
塚戸小学校,35.65687679,139.6076034,1,0,0,1,
祖師谷小学校,35.64586296,139.6049011,1,1,0,0,
砧小学校,35.63175056,139.6052246,0,0,0,1,
明正小学校,35.63544698,139.599079,1,1,0,1,
烏山北小学校,35.67401265,139.5994684,1,1,0,1,
八幡山小学校,35.66168264,139.621947,1,1,0,1,オストメイト設備
芦花小学校,35.66642383,139.6117847,1,1,0,1,
船橋小学校,35.65346644,139.6172087,1,1,0,1,オストメイト設備(ケアクリック）
砧南小学校,35.62298474,139.6125623,1,1,0,1,
給田小学校,35.67130277,139.5923791,1,1,0,1,
山野小学校,35.64354245,139.6133364,1,0,0,1,
千歳小学校,35.65165113,139.5979824,1,1,0,1,オストメイト設備
喜多見小学校,35.6259361,139.6012292,1,1,0,1,
武蔵丘小学校,35.67720745,139.6054088,0,0,0,1,
千歳台小学校,35.65896472,139.6134428,1,1,0,1,
太子堂中学校,35.65086711,139.6689554,1,1,0,1,
桜丘中学校,35.64368887,139.629738,1,0,0,1,
松沢中学校,35.66651344,139.6347207,0,0,0,1,
駒沢中学校,35.63657937,139.6558501,0,0,0,0,
北沢中学校,35.66928101,139.6675788,0,0,0,0,
緑丘中学校,35.66171588,139.6311802,0,0,0,1,
駒留中学校,35.63733889,139.6786891,0,0,0,1,オストメイト設備
梅丘中学校,35.65893076,139.6522315,1,1,0,1,
桜木中学校,35.64598694,139.6418719,1,1,0,1,オストメイト設備・妊婦乳幼児ﾙｰﾑ
富士中学校,35.65698866,139.6776014,0,0,0,1,
弦巻中学校,35.63734011,139.6494596,0,0,0,0,
奥沢中学校,35.6027658,139.6795395,0,0,0,0,
八幡中学校,35.61081242,139.6615687,1,1,0,1,
玉川中学校,35.61679726,139.643473,1,1,0,1,オストメイト設備
瀬田中学校,35.61835482,139.6335217,0,0,0,0,
深沢中学校,35.62659729,139.6482552,1,1,0,1,
尾山台中学校,35.60589781,139.6558223,0,0,0,0,
用賀中学校,35.63044928,139.6269078,1,1,0,1,
東深沢中学校,35.6189453,139.653948,1,1,0,1,
砧中学校,35.63381021,139.6010089,0,0,0,1,
烏山中学校,35.67196192,139.6009254,1,0,0,1,
千歳中学校,35.65839858,139.6059035,0,0,0,0,
芦花中学校,35.6665658,139.6109957,1,0,0,1,
船橋希望中学校,35.65592619,139.6184915,1,1,0,1,
上祖師谷中学校,35.66020204,139.5932125,1,1,0,1,
砧南中学校,35.621483,139.613678,0,0,0,1,
喜多見中学校,35.62572993,139.5937318,0,0,0,0,
三宿中学校,35.64567394,139.6779199,0,0,0,1,
世田谷中学校,35.65067576,139.6550886,1,1,0,1,
希望丘小学校,35.65654794,139.6219969,1,1,0,1,
まもりやまテラス,35.6652523,139.6617178,0,0,0,0,
希望丘複合施設,35.659,139.62107,1,1,1,1,オストメイト機能
ｹｱｺﾐｭﾆﾃｨ・原宿の丘,35.66972212,139.7108981,1,0,0,0,
つばめの里・本町東,35.663479,139.697189,1,0,0,0,
加計塚小学校,35.64445106,139.7146888,1,0,0,1,オストメイト設備
臨川小学校,35.64898459,139.7163345,0,1,0,1,オストメイト設備
鉢山中学校,35.65329976,139.7031834,0,0,0,1,オストメイト設備
長谷戸小学校,35.6474285,139.7061584,1,0,0,1,オストメイト設備
猿楽小学校,35.65107097,139.7016786,0,0,0,1,オストメイト設備
広尾中学校,35.6542349,139.7125536,0,0,0,1,オストメイト設備
広尾小学校,35.65179716,139.7120787,0,1,0,1,オストメイト設備
常磐松小学校,35.65577767,139.7104267,0,1,0,1,オストメイト設備
商工会館,35.660397,139.703767,1,1,1,1,オストメイト対応トイレ・授乳室・ベビーベッド
松濤中学校,35.66129253,139.6908661,0,0,0,1,オストメイト設備
神南小学校,35.6630945,139.6975555,0,0,0,1,
文化総合センター大和田,35.655514,139.699962,1,0,0,0,
上原中学校,35.66693254,139.677682,1,1,1,1,オストメイト設備
上原小学校,35.66631465,139.6791759,0,1,0,1,オストメイト設備
富谷小学校,35.66929752,139.6867772,0,0,0,1,オストメイト設備
西原小学校,35.67398677,139.6785967,0,0,0,1,オストメイト設備
代々木中学校,35.67438985,139.6832703,0,0,0,1,オストメイト設備
渋谷区スポーツセンター,35.67577363,139.6808774,1,1,1,1,自動ドア・オストメイト設備
幡代小学校,35.67918233,139.68384,0,1,0,1,
代々木山谷小学校,35.68133138,139.694704,1,1,1,1,オストメイト設備
渋谷本町学園,35.686032,139.681966,1,0,1,1,オストメイト設備
渋谷本町学園第二グラウンド,35.684758,139.679237,0,0,0,1,
児童青少年センターフレンズ本町,35.682102,139.679535,1,0,0,0,
笹塚中学校,35.67783007,139.6685004,0,1,0,1,オストメイト設備
笹塚小学校,35.67616627,139.6690894,1,1,0,1,オストメイト設備
中幡小学校,35.68075087,139.6733129,0,1,0,1,
千駄谷小学校,35.6753204,139.7075342,0,0,0,1,オストメイト設備
地域交流センター代々木の杜,35.6845681,139.6979596,1,0,0,0,
鳩森小学校,35.68237956,139.705778,1,1,0,1,オストメイト設備
神宮前小学校,35.66796324,139.7081144,0,0,0,1,オストメイト設備
原宿外苑中学校,35.67339956,139.7054434,0,0,0,1,オストメイト設備
区立南中野中学校,35.68255638,139.6624837,0,1,0,0,
旧向台小学校,35.69212776,139.6797768,0,1,0,0,
区立塔山小学校,35.70082089,139.6837152,0,1,0,0,
区立谷戸小学校,35.70244453,139.6769647,0,1,0,0,
区立第二中学校,35.69261547,139.6710456,0,1,0,0,
区立中野本郷小学校,35.69486221,139.6708115,0,1,0,0,
区立桃花小学校,35.70044546,139.6659067,0,1,0,0,
区立桃園第二小学校,35.70763091,139.6758936,0,1,0,0,
明治大学付属中野中学・高等学校,35.70650313,139.6793603,1,1,0,0,
大妻中野中学・高等学校,35.71031049,139.6712698,1,1,0,0,
旧第三中学校,35.7082852,139.6891214,0,1,0,0,
区立白桜小学校,35.7102327,139.6789752,0,1,0,0,
区立令和小学校,35.71711781,139.6744103,0,1,0,0,
区立第五中学校,35.7146142,139.6783601,0,1,0,0,
区立中野中学校,35.709509,139.661013,1,1,0,1,
区立緑野中学校,35.72384659,139.6573095,0,1,0,0,
区立第七中学校,35.72471078,139.6680595,0,1,0,0,
区立江原小学校,35.72964537,139.6732019,0,1,0,0,
区立江古田小学校,35.72614758,139.6665066,0,1,0,0,
区立平和の森小学校,35.71468169,139.6596586,0,1,0,0,
都立中野工業高等学校,35.716686,139.656672,0,1,0,0,
区立北原小学校,35.72113774,139.6513101,0,1,0,0,
区立緑野小学校,35.72533743,139.6576044,0,1,0,0,
区立啓明小学校,35.71349763,139.6524253,0,1,0,0,
区立明和中学校,35.71618325,139.6497284,0,1,0,0,
都立鷺宮高等学校,35.72030963,139.6437558,1,1,0,0,
鷺宮スポーツコミュニティープラザ,35.72246519,139.6364733,1,1,1,1,
区立西中野小学校,35.72077724,139.6311238,0,1,0,0,
区立鷺宮小学校,35.72499698,139.639364,0,1,0,0,
旧第八中学校,35.72413698,139.6358793,0,1,0,0,
区立北中野中学校,35.72831731,139.6284337,0,1,0,0,
区立武蔵台小学校,35.72836734,139.6296936,0,1,0,0,
区立上鷺宮小学校,35.73144114,139.6351321,0,1,0,0,
区立南台小学校,35.68173662,139.6681343,0,1,0,0,
旧多田小学校,35.68448621,139.6642395,0,1,0,0,
東京大学教育学部附属中等教育学校,35.68584733,139.6744426,0,1,0,0,
宝仙学園,35.69893302,139.6805195,0,0,0,0,
新渡戸文化学園,35.6964719,139.6618888,0,1,0,0,
中野中学校跡施設,35.70362726,139.672089,0,1,0,0,
中部すこやか福祉センター,35.70036469,139.674162,1,1,1,1,
旧沼袋小学校,35.71759935,139.6594945,0,1,0,0,
南部すこやか福祉センター等,35.688193,139.668378,1,1,1,1,
区立みなみの小学校,35.6818,139.66812,1,1,0,1,
区立美鳩小学校,35.71431,139.645,1,1,0,1,
区立中野第一小学校,35.69571,139.6776,1,1,0,1,
荻窪小学校,35.694975,139.611687,1,0,0,1,
松溪中学校,35.69616976,139.6220866,1,0,0,1,
荻窪地域区民センター,35.69853,139.61902,1,1,1,1,
高井戸地域区民センター,35.683498,139.616579,1,1,1,1,
西荻地域区民センター,35.712555,139.60223,1,1,1,1,
阿佐谷地域区民センター,35.703965,139.637474,1,1,1,1,
高円寺地域区民センター,35.697036,139.653945,1,1,1,1,
永福和泉地域区民センター,35.675618,139.645924,1,1,1,1,
井草地域区民センター,35.72073,139.616525,1,1,1,1,
久我山会館,35.686737,139.599289,0,1,0,1,
杉並第一小学校,35.70638001,139.6368699,0,1,0,1,
杉並第二小学校,35.69315036,139.6317909,0,1,0,1,
杉並第三小学校,35.69982027,139.6565215,0,1,0,0,
旧杉並第四小学校,35.7068414,139.6535565,0,0,0,0,
杉並第六小学校,35.70153273,139.6433936,0,0,0,0,
杉並第七小学校,35.70286125,139.6310955,0,0,0,0,
旧杉並第八小学校,35.700938,139.6508779,0,0,0,0,
杉並第九小学校,35.7135941,139.6331049,0,0,0,1,
杉並第十小学校,35.69703461,139.6574385,0,1,0,1,
天沼小学校,35.710742,139.623069,1,0,0,1,
保育室若杉,35.70848527,139.6182174,0,0,0,0,
西田小学校,35.69472193,139.6221556,0,0,0,0,
東田小学校,35.69155673,139.6389013,0,0,0,1,
馬橋小学校,35.70875691,139.6430643,0,0,0,1,
桃井第一小学校,35.71207363,139.609168,0,1,0,1,
桃井第二小学校,35.70182702,139.6179657,1,0,0,1,
桃井第三小学校,35.7053512,139.6023609,0,0,0,1,
桃井第四小学校,35.71697269,139.5947161,0,1,0,1,
桃井第五小学校,35.72214478,139.6198717,1,0,0,1,
四宮小学校,35.72160258,139.6100726,0,0,0,1,
井荻小学校,35.71145735,139.5961292,0,0,0,1,
沓掛小学校,35.71634345,139.6206189,0,1,0,1,車いす用昇降機
高井戸小学校,35.68427191,139.6149247,1,1,0,1,
高井戸第二小学校,35.69189063,139.5992847,1,0,0,1,
高井戸第三小学校,35.6721117,139.6307318,0,0,0,0,
高井戸第四小学校,35.698246,139.6023112,0,0,0,1,
松庵小学校,35.70009455,139.5931609,0,0,0,1,
浜田山小学校,35.68556515,139.6294434,0,0,0,1,
富士見丘小学校,35.67970921,139.6071015,0,0,0,1,
大宮小学校,35.68347391,139.6490938,0,1,0,1,
旧新泉小学校,35.67603194,139.6560235,0,0,0,0,
堀之内小学校,35.69316376,139.6468796,0,0,0,1,
和田小学校,35.69086329,139.6569608,0,0,0,1,
方南小学校,35.67984157,139.6582852,1,0,0,1,
永福小学校,35.673424,139.6397611,1,0,0,1,
済美小学校,35.68550369,139.6491907,0,1,0,0,
八成小学校,35.72857305,139.6196185,0,0,0,1,
三谷小学校,35.71992655,139.6020023,0,1,0,0,
松ノ木小学校,35.68747729,139.6427832,0,0,0,0,
高井戸東小学校,35.68020049,139.6195924,0,0,0,1,
久我山小学校,35.68614346,139.6060943,0,1,0,1,
高円寺学園,35.70675346,139.6551923,1,0,0,1,
高南中学校,35.69592675,139.6579036,0,0,0,1,
杉森中学校,35.71190551,139.6412553,1,0,0,1,
阿佐ヶ谷中学校,35.70022168,139.6360922,1,0,0,1,
東田中学校,35.69466128,139.6351925,0,0,0,1,
天沼中学校,35.71224791,139.6204611,0,0,0,0,
東原中学校,35.71742062,139.6314179,0,0,0,0,
中瀬中学校,35.71950108,139.6197778,0,0,0,1,
井荻中学校,35.71810198,139.6105307,1,0,0,1,
井草中学校,35.72210932,139.6025412,1,0,0,1,
荻窪中学校,35.71036348,139.5965382,0,0,0,1,
神明中学校,35.70038396,139.6099754,0,0,0,1,
宮前中学校,35.69330978,139.6106217,1,0,0,1,
富士見丘中学校,35.68256886,139.6059275,0,0,0,1,
高井戸中学校,35.68101149,139.6229441,1,0,0,1,
向陽中学校,35.6722968,139.6351454,0,0,0,0,
松ノ木中学校,35.68683231,139.6407764,0,0,0,0,
大宮中学校,35.68663154,139.6483297,0,1,0,1,
泉南中学校,35.68423899,139.6551573,1,1,0,1,
和田中学校,35.69006242,139.6582818,0,0,0,0,
杉並和泉学園,35.674108,139.648669,1,0,0,1,
西宮中学校,35.69256662,139.6017605,0,0,0,1,
杉並会館,35.710461,139.607793,1,1,0,1,
旧文成小学校（池袋第一小学校仮校舎）,35.74437,139.7145,0,0,0,1,ベビーベット・オストメイト設備
池袋第三小学校,35.728584,139.703012,1,1,1,1,ベビーベット・オストメイト設備
巣鴨北中学校,35.74167651,139.7288377,1,1,1,1,ベビーベット・オストメイト設備・大型ベット
池袋本町小学校・池袋中学校（連携校）,35.740714,139.714573,1,1,1,1,ベビーベット・オストメイト設備
西部区民事務所,35.73575,139.690858,1,1,0,1,
旧真和中学校,35.725481,139.697037,1,1,1,0,
仰高小学校,35.73660534,139.7384731,0,0,0,1,ベビーベット
駒込小学校,35.73855524,139.7432556,0,0,0,1,
巣鴨小学校,35.72847815,139.7349067,0,0,0,1,ベビーベット・オストメイト設備
清和小学校,35.73588527,139.7329056,1,1,0,1,ベビーベット・オストメイト設備
西巣鴨小学校,35.73849979,139.7259651,1,1,0,1,ベビーベット・オストメイト設備
豊成小学校,35.73497608,139.7220085,0,0,0,1,
朋有小学校,35.72898679,139.7235057,0,0,0,1,オストメイト設備
朝日小学校,35.74112168,139.7330494,0,0,0,1,ベビーベット
池袋第一小学校,35.74168224,139.7188825,0,0,0,1,ベビーベット・オストメイト設備
池袋小学校,35.73797441,139.7097165,0,0,0,1,
目白小学校,35.72066236,139.7099661,1,1,1,1,ベビーベット・オストメイト設備
長崎小学校,35.72845295,139.6898615,1,1,1,1,ベビーベット・オストメイト設備
要小学校,35.73437238,139.69369,0,0,0,1,オストメイト設備
椎名町小学校,35.72672503,139.685541,0,0,0,1,ベビーベット・オストメイト設備
高松小学校,35.7395679,139.6972784,0,0,0,1,ベビーベット・オストメイト設備
千早小学校,35.73504414,139.6872795,0,0,0,1,オストメイト設備
富士見台小学校,35.72469546,139.6932054,0,0,0,1,ベビーベット・オストメイト設備
高南小学校,35.71632097,139.7142839,0,0,0,1,オストメイト設備
南池袋小学校,35.72440108,139.7149186,1,1,1,1,ベビーベット
さくら小学校,35.73605283,139.6799831,0,0,0,1,ベビーベット・オストメイト設備
駒込中学校,35.7360005,139.7419138,1,0,0,1,ベビーベット・オストメイト設備
西巣鴨中学校,35.72886891,139.7274803,1,1,1,1,ベビーベット・オストメイト設備
千川中学校,35.73604536,139.6999524,0,0,0,1,オストメイト設備
西池袋中学校,35.7277363,139.6999667,1,1,1,1,ベビーベット・オストメイト設備
千登世橋中学校,35.71701981,139.7113292,1,1,1,1,
